scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Projekt,Projekt_id,Maßnahme,Startpunkt,subst_name0,Endpunkt,subst_name1,Coordinate0,Coordinate1,Length type,Length,Trassenlänge in km,Trassenlänge in km.1,Spannung,NOVA-Typ,Art,s_nom.1,cables.1,Bundesländer,NOVA-Kategorie,TYNDP,PCI,EnLAG / BBP,anvisierte Inbetriebnahme,Umsetzungsstand,ÜNB,M-Nr.,Szenario,Anmerkung
P26,29422,,,,AC,,,,,5400,,,,,2030,40,,44,6,,2,,,,,,BBPIG,50,Wilster / West – Stade / West,Wilster West,,Stade West,,,,Bestand,,,44,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M89,x,each 4000A
P33,29423,,,,AC,,,,,2700,,,,,2030,40,,146,6,,2,,,,,,BBPIG,10,Wolmirstedt – Helmstedt – Hallendorf/Gleidingen– Kreuzung M24b/TTG-006 – Mehrum/Nord,Wolmirstedt,,Helmstadt,,,,Bestand,,,146,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2029,
2030","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29424,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Helmstadt,,Hallendorf/Gleidingen,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2032
","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29425,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Gleidingen Hallendorf,,Kreuzung M24b/ TTG-006,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29426,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Kreuzung M24b/ TTG-006,,Mehrum Nord,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P37,29427,,,,AC,,,,,2700,,,,,2032,40,,87,,,,,,,,,BBPIG,12,Vieselbach – Landesgrenze Thüringen/Hessen,Vieselbach,,Eisenach,,,,Bestand,,,87,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,2700,,TH,NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)",3: Vor oder im PFV/ Genehmigung nach BImSchG,50HzT,M25a,x,HTL Umbeseilung 4000A
P37,29428,,,,AC,,,,,2700,,,,,2027,40,,43,,,,,,,,,BBPIG,12,Landesgrenze Thüringen/Hessen – Mecklar,Eisenach,,Mecklar,,,,Bestand,,,43,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Leitung,2700,,HE,NV,,,,"2026,
2027",3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M25b,x,HTL Umbeseilung 4000A
P43,29429,,,,AC,,,,,5400,,,,,2026,40,,50,6,,2,,,,,,BBPIG,17,Mecklar – Dipperz,Mecklar,,Dipperz,,,,Bestand,,,50,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,5400,6,HE,NV,x,,,"2024,
2026",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M74a,x,each 4000A
P43,29430,,,,AC,,,,,5400,,,,,2031,40,,80,6,,2,,,,,,BBPIG,17,Dipperz – Bergrheinfeld / West,Dipperz,,Bergrheinfeld West,,,,Ausbau,,80,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,6,"HE, BY",,x,,,2031,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M74b,x,each 4000A
P51,29431,,,,AC,,,,,,,,,,2031,40,,27,3,,1,,,,,,BBPIG,22,Großgartach – Endersbach,Großgartach,,Endersbach,,,,Bestand,,,27,380,"Errichtung einer Leitung: Ersatzneubau
Errichtung einer Leitung: Parallelneubau",Leitung,,3,BW,NV,,,,2031,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TNG,M37,x,
P52,29432,,10362,,AC,,,,,,,,,,2030,40,,7,,,,,,,,,BBPIG,40,Punkt Neuravensburg – Punkt Bundes- grenze (AT),Punkt Neuravensburg,,Punkt Sigmarszell/Bundes- grenze (AT),,,9.8138546 47.1444672,Bestand,,,7,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,"BW, BY",NV,x,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M94b,x,
P53,29433,,,,AC,,,,,,,,,,2030,40,,45,6,,2,,,,,,BBPIG,41,Raitersaich/West– Ludersheim,Raitersaich/West,,Ludersheim,,,,Bestand,,,45,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BY,NV,,,,2030,2: Im ROV/BFP,TTG,M54,x,
P53,29434,,,,AC,,,,,5400,,,,,2030,40,,114,6,,2,,,,,,BBPIG,41,Ludersheim - Sittling - Suchraum Stadt Rottenburg/Gemeinde Neufahrn - Altheim,Ludersheim,,Sittling,,,,Bestand,,,114,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2029,
2030",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P53,29435,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,41,,Sittling,,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2028,
2029",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P53,29436,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,41,,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,Altheim,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2028,
2029",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P72,29437,,,,AC,,,,,,,,,,2029,40,,14,6,,2,,,,,,BBPIG,42,Lübeck / West – Siems,Lübeck West,,Siems,,,,Bestand,,,14,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,SH,NV,x,,,"2028,
2029",3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M49,x,
P72,29438,,,,AC,,,,,,,,,,2026,40,,40,6,,2,,,,,,BBPIG,42,Abzweig Göhl,Siems,,Göhl,,,,Ausbau,,40,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,6,SH,,x,,,2026,3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M351,x,
P74,29439,,,,AC,,,,,,,,,,2027,40,,110,3,,1,,,,,,TYNDP,47,Vöhringen - Punkt Bundesgrenze (AT),Vöhringen,,Memmingen,,,,Bestand,,,110,380,Zubeseilung,Leitung,,3,,,,,,2027,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M96,,between Bavarian Swabia and Austria
P74,29440,,,,AC,,,,,,,,,,2030,40,,,3,,1,,,,,,TYNDP,47,,Memmingen,,Leupolz,,,,Bestand,,,*,380,Zubeseilung,Leitung,,3,,,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,,M96,,between Bavarian Swabia and Austria
P74,29441,,10362,,AC,,,,,,,,,,2030,40,,,3,,1,,,,,,TYNDP,47,,Leupolz,,Punkt Bundesgrenze (AT),,,9.8138546 47.1444672,Bestand,,,*,380,Umbeseilung,Leitung,,3,,,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M96,,between Bavarian Swabia and Austria
P84,29442,,,,AC,,,,,,,,,,2030,40,,31,,,,,,,,,BBPIG,51,Hamburg / Nord– Hamburg / Ost,Hamburg Nord,,Hamburg Ost,,,,Bestand,,,31,380,Umbeseilung,Leitung,,,HH,NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M367,x,HTLS Umbeseilung
P84,29443,,,,AC,,,,,,,,,,2032,40,,28,12,,4,,,,,,BBPIG,51,Hamburg / Ost – Krümmel,Hamburg Ost,,Krümmel,,,,Bestand,,,28,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,12,"HH, SH",NV,,,,"2030,
2032",,50HzT,M368,x,
P112,29444,,,,AC,,,,,5400,,,,,2032,40,,43,6,,2,,,,,,BBPIG,32,Pleinting - St. Peter,Pleinting,,St.Peter,,,,Bestand,,,43,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,x,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M201,x,Each 4000A
P112,29445,,,,AC,,,,,,,,,,2030,40,,27,6,,2,,,,,,BBPIG,32,Abzweig Pirach,St.Peter,,Pirach,,,,Bestand,,,27,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BY,NV,x,,,"2028,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M212,x,
P113,29446,,,,AC,,,,,5400,,,,,2030,40,,54,6,,2,,,,,,BBPIG,58,Krümmel – Lüneburg – Stadorf,Krümmel,,Lüneburg,,,,Bestand,,,54,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2028,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M202a,x,Each 4000 A
P113,29447,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,58,,Lüneburg,,Stadorf,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M202a,x,Each 4000 A
P113,29448,,,,AC,,,,,5400,,,,,2031,40,,86,6,,2,,,,,,BBPIG,58,Stadorf – Wahle,Stadorf,,Wahle,,,,Bestand,,,86,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M203,x,Each 4000 A
P116,29449,,,,AC,,,,,5400,,,,,2031,40,,118,6,,2,,,,,,BBPIG,57,Dollern – Samtgemeinde Sottrum – Mehringen – Punkt Landesbergen (Steyerberg),Dollern,,Samtgemeinde Sottrum,,,,Bestand,,,118,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",,TTG,M206,x,Each 4000A
P116,29450,,,,AC,,,,,5400,,,,,2033,40,,,6,,2,,,,,,BBPIG,57,,Samtgemeinde Sottrum,,Mehringen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",,TTG,M206,x,Each 4000A
P116,29451,,,,AC,,,,,5400,,,,,2033,40,,,6,,2,,,,,,BBPIG,57,,Mehringen,,Punkt Landesbergen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",,TTG,M206,x,Each 4000A
P116,29452,,,,AC,,,,,2700,,,,,2033,40,,20,6,,2,,,,,,BBPIG,57,Punkt Landesbergen (Steyerberg) – Ovenstädt,Punkt Landesbergen (Steyerberg),,Ovenstädt,,,,Bestand,,,20,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,2700,6,"NI, NW",NV,,,,"2032,
2033",,TTG,M494,x,Both 4000A
P119,29453,,,,AC,,,,,5400,,,,,2033,40,,26,6,,2,,,,,,BBPIG,56,Conneforde – Suchraum Rastede – Elsfleth /West mit Anschluss Huntorf,Conneforde,,Suchraum Rastede,,,,Bestand,,,26,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2032,
2033",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29454,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Suchraum Rastede,,Elsfleth West,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29455,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Elsfleth West,, Huntorf,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M90,x,each 4000A
P119,29456,,,,AC,,,,,5400,,,,,2031,40,,86,6,,2,,,,,,BBPIG,56,Elsfleth / West – Abzweig Blockland – Samtgemeinde Sottrum,Elsfleth West,,Abzweig Blockland,,,,Bestand,,,86,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M535,x,each 4000A
P119,29457,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,56,,Abzweig Blockland,,Samtgemeinde Sottrum,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M535,x,each 4000A
P124,29458,,,,AC,,,,,,,,,,2031,40,,117,,,,,,,,,BBPIG,60,Wolmirstedt – Klostermansfeld,Wolmirstedt,,Klostermansfeld,,,,Bestand,,,117,380,Umbeseilung,Leitung,,,ST,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209a,x,
P124,29459,,,,AC,,,,,,,,,,2029,40,,39,,,,,,,,,BBPIG,60,Klostermansfeld – Schraplau/Obhausen – Lauchstädt,Klostermansfeld,,Schraplau/Obhausen,,,,Bestand,,,39,380,Umbeseilung,Leitung,,,ST,NV,,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209b,x,
P124,29460,,,,AC,,,,,,,,,,2028,40,,,,,,,,,,,BBPIG,60,,Schraplau/Obhausen,,Lauchstädt,,,,Bestand,,,*,380,Umbeseilung,Leitung,,,ST,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M209b,x,
P133,29461,,,,AC,,,,,5400,,,,,2028,40,,73,,,,,,,,,BBPIG,65,Borken – Gießen / Nord,Borken,,Gießen Nord,,,,Bestand,,,73,380,Umbeseilung,Leitung,5400,,HE,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M253,x,each 4000A
P135,29462,,,,AC,,,,,5400,,,,,2031,40,,60,,,,,,,,,BBPIG,57,Ovenstädt – Eickum – Bechterdissen,Ovenstädt,,Eickum,,,,Bestand,,,60,380,Umbeseilung,Leitung,5400,,NW,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M255,x,"Each 4000A, HTL Umbeseilung"
P135,29463,,,,AC,,,,,5400,,,,,2031,40,,,,,,,,,,,BBPIG,57,,Eickum,, Bechterdissen,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,NW,NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M255,x,"Each 4000A, HTL Umbeseiolung"
P150,29464,,,,AC,,,,,,,,,,2031,40,,71,,,,,,,,,BBPIG,44,Schraplau / Obhausen – Wolkramshausen,Schraplau Obhausen,,Wolkramshausen,,,,Bestand,,,71,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,"ST, TH",NV,,,,"2030,
2031",2: Im ROV/BFP,50HzT,M352a,x,
P150,29465,,,,AC,,,,,,,,,,2029,40,,66,,,,,,,,,BBPIG,44,Wolkramshausen – Vieselbach,Wolkramshausen,,Vieselbach,,,,Bestand,,,66,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,TH,NV,,,,"2028,
2029",2: Im ROV/BFP,50HzT,M463,x,
P159,29466,,,,AC,,,,,,,,,,2029,40,,13,,,,,,,,,BBPIG,67,Bürstadt – BASF,Bürstadt,,Punkt Roxheim,,,,Bestand,,,13,380,Errichtung einer Leitung: Parallelneubau,Leitung,,,"HE, RP",NVA,,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M62,x,"BASF build in future, Connection to BASF direct"
P159,29467,,,,AC,,,,,,,,,,2029,40,,5,,,,,,,,,BBPIG,67,Bürstadt – BASF,Punkt Roxheim,,BASF,,,,Ausbau,,5,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,"HE, RP",NVA,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,AMP,M62,x,BASF build in future
P161,29468,,,,AC,,,,,,,,,,2029,40,,24,,,,,,,,,BBPIG,66,Großkrotzenburg– Urberach,Großkrotzenburg,,Dettingen,,,,Bestand,,,24,380,Umbeseilung,Leitung,,,HE,NV,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",M91,x,
P161,29469,,,,AC,,,,,,,,,,2028,40,,,,,,,,,,,BBPIG,66,,Dettingen,,Urberach,,,,Bestand,,,*,380,Umbeseilung,Leitung,,,HE,NV,,,,"2027,
2028",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",M91,x,
P170,29470,,,,AC,,,,,,,,,,2028,40,,34,,,,,,,,,TYNDP,244,Uchtelfangen – Ensdorf – Bundesgrenze (FR),Uchtelfangen,,Ensdorf,,,,Bestand,,,34,380,Umbeseilung,Leitung,,,SL,NV,,,,"2027,
2028",1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M380,,between Germany and France
P170,29471,,43767,,AC,,,,,,,,,,2030,40,,,,,,,,,,,TYNDP,244,,Ensdorf,,Punkt Oranna (Bundesgrenze (FR)),,,3.1555151587908 46.808684469407666,Bestand,,,*,380,Umbeseilung,Leitung,,,SL,NV,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M380,,between Germany and France
P175,29472,,,,AC,,,,,5400,,,,,2030,40,,15,6,,2,,,,,,BBPIG,73,Wilhelmshaven 2 – Fedderwarden,Wilhelmshaven 2,,Fedderwarden,,,,Ausbau,,15,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,6,NI,,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M385,x,each 4000A
P175,29473,,,,AC,,,,,5400,,,,,2029,40,,36,6,,2,,,,,,BBPIG,73,"Wilhelmshaven 2
– Conneforde",Wilhelmshaven 2,,Conneforde,,,,Bestand,,,36,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M466,x,each 4000A
P176,29474,,43767,,AC,,,,,,,,,,2029,40,,18,,,,,,,,,BBPIG,72,Eichstetten – Bundesgrenze [FR],Eichstetten,,Bundesgrenze [FR],,,3.1555151587908 46.808684469407666,Bestand,,,18,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,BW,NV,x,,,2029,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TNG,M387,x,
P200,29475,,,,AC,,,,,,,,,,2026,40,,16,6,,2,,,,,,BBPIG,74,Punkt Blatzheim– Oberzier,Oberzier,,Punkt Blatzheim,,,,Bestand,,,16,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,NW,NV,,,,2026,3: Vor oder im PFV/ Genehmigung nach BImSchG,AMP,M425,x,two additional circuits?
P204,29476,,43763,,AC,,,,,,,,,,2027,40,,4,,,,,,,,,TYNDP,231,Tiengen – Bundesgrenze (CH),Tiengen,,Bundesgrenze (CH),,,8.207947631625533 46.82343065666129,Bestand,,,4,380,Errichtung einer Leitung: Ersatzneubau,Leitung,,,BW,NV,,,,"2025,
2027",,AMP,M430,,Germany and Swizerland
P206,29477,,,,AC,,,,,,,,,,2030,40,,140,6,,2,,,,,,BBPIG,23,Herbertingen – Kreis Konstanz – Beuren – Gurtweil / Tiengen,Herbertingen,,Kreis Konstanz,,,,Bestand,,,140,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P206,29478,,,,AC,,,,,,,,,,2032,40,,,6,,2,,,,,,BBPIG,23,,Kreis Konstanz,,Beuren,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P206,29479,,,,AC,,,,,,,,,,2032,40,,,6,,2,,,,,,BBPIG,23,,Beuren,,Gurtweil Tiengen,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BW,NV,,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M417,x,
P211,29480,,,,AC,,,,,5400,,,,,2032,40,,51,,,,,,,,,BBPIG,65,Gießen / Nord – Karben,Gießen Nord,,Karben,,,,Bestand,,,51,380,Umbeseilung,Leitung,5400,,HE,NV,,,,"2030,
2032",,TTG,M434,x,each 4000A
P212,29481,,,,AC,,,,,5400,,,,,2031,40,,73,,,,,,,,,,,Landesbergen – Grohnde,Landesbergen,,Grohnde,,,,Bestand,,,73,380,Umbeseilung,Leitung,5400,,NI,NV,,,,"2030,
2031",,TTG,M797,,Each 4000A
P212,29482,,,,AC,,,,,5400,,,,,2040,40,,57,,,,,,,,,,,Grohnde – Vörden – Würgassen,Grohnde,,Vörden,,,,Bestand,,,57,380,Umbeseilung,Leitung,5400,,"NI, NW",NV,,,,2040,,TTG,M435,,Each 4000A
P212,29483,,,,AC,,,,,5400,,,,,2040,40,,,,,,,,,,,,,,Vörden,,Würgassen,,,,Bestand,,,*,380,Umbeseilung,Leitung,5400,,"NI, NW",NV,,,,2040,,TTG,M435,,Each 4000A
P212,29484,,,,AC,,,,,5400,,,,,2040,40,,57,,,,,,,,,,,Würgassen – Sanders- hausen / Ost – Bergshausen,Würgassen,,Sandershausen Ost,,,,Bestand,,,57,380,Umbeseilung,Leitung,5400,,"NW, HE",NV,,,,2040,,TTG,M472,,Each 4000A
