scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Project,Project_id,Startpoint,start point test,Endpoint,End point test,Ausbau,Bestand,subst_name0,matching1%,matching2%,Coordinate0,subst_name1,Coordinate1,Voltage,s_nom.1,NOVA-Type,Comments
50HzT-003,29301,33678,34267,,AC,,,,,,,,,1,2022,40,,72.68764266,3,,,,,,,,EnLAG,3,Neuenhagen,,Vierraden,Vierraden,56,64,Umspannwerk Neuenhagen,62.5,100,13.710158941385528 52.53912561098884,Vierraden,14.268068804447122 53.09805938715533,72.68764266,380,,"Errichtung einer Leitung: Neubau in neuer Trasse;
Errichtung einer Lei-
tung: Ersatzneubau"
50HzT-003,29302,34267,31612,,AC,,,,,,,,,1,2022,40,,26.95832782,3,,,,,,,,EnLAG,3,Vierraden,,Bertikow,Bertikow,,,Vierraden,100,57.14,14.268068804447122 53.09805938715533,Umspannwerk Bertikow,13.957017873623581 53.25217590677972,26.95832782,380,,"Errichtung einer Leitung: Neubau in neuer Trasse;
Errichtung einer Lei-
tung: Ersatzneubau"
50HzT-007,29303,,,,AC,,,,,,,,,1,2023,40,,,3,,,,,,,,EnLAG,11,Neuenhagen  ,2. Einschleifung Vierraden,Wustemark,,,,,,,,,,52.10015179,380,,"Errichtung einer Leitung: Neubau in neuer Trasse;
Errichtung einer Lei-
tung: Ersatzneubau"
50HzT-P33,29304,31318,31321,,AC,,,,,,,,,1,2022,40,,44.44590563,3,,,,,,,,BBPIG,10,Wolmirstedt,Umspannwerk Neuenhagen,Helmstedt,Wustermark,14,61,Umspannwerk Wolmirstedt,64.71,60,11.6401668419024 52.26899390911886,Umspannwerk Helmstedt,10.999333070802122 52.20014201370701,44.44590563,380,2366.6MVA,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
50HzT-P34,29305,32614,,,AC,,,,,,,,,1,2026,40,,,,,,,,,,,BBPIG,39,Perleberg, Leutenberg,Stendal/West,Leutenberg,2,,Umspannwerk Perleberg,60,,11.852340511063945 53.08685484855226,,,58.18453088,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P34,29306,,,,AC,,,,,,,,,1,2026,40,,,,,,,,,,,BBPIG,39,Stendal/West,Wolmirstedt, Wolmirstedt,Landesgrenze ST/NI (Mast 6),,46,,,,,,,92.13603729,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P34,29307,,32614,,AC,,,,,,,,,1,2026,40,,0,,,,,,,,,BBPIG,39,Parchim / SÃ¼d,Perleberg,Perleberg,Stendal/West,,64,,,60,,Umspannwerk Perleberg,11.852340511063945 53.08685484855226,58.18453088,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P34,29308,31759,,,AC,,,,,,,,,1,2026,40,,,,,,,,,,,BBPIG,39,GÃ¼strow,Stendal/West,Parchim / SÃ¼d, Wolmirstedt,,37,Umspannwerk GÃ¼strow,53.85,,12.18580202996256 53.81602837061954,,,48.63425589,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P36,29309,,35283,,AC,,,,,,,,,1,2025,40,,126.8861651,,,,,,,,,BBPIG,11,Bertikow   ,Parchim / Süd,Pasewalk,Perleberg,,37,,,100,,Pasewalk,14.033684493013668 53.507523103743004,124.9265491,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P38,29310,34958,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,13,Pulgar,Güstrow,GeuÃŸnitz (Abschnitt Ost),Parchim / Süd,,53,Umspannwerk Pulgar,50,,12.337422954113398 51.19696836334348,,,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Umbeseilung:HTLS
50HzT-P38,29311,,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,13,GeuÃŸnitz,Bertikow   ,Bad Sulza (Abschnitt Mitte),Pasewalk,,32,,,,,,,380,,Errichtung einer Lei- tung: Ersatzneubau,
50HzT-P38,29312,,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,13,Bad Sulza,Pulgar,Vieselbach (Abschnitt West),Geußnitz (Abschnitt Ost),,27,,,,,,,75.62134758,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P39,29313,30952,,,AC,,,,,,,,,1,2026,40,,,,,,,,,,,BBPIG,14,RÃ¶hrsdorf,Geußnitz,Weida (Abschnitt Ost),Bad Sulza (Abschnitt Mitte),,41,Umspannwerk RÃ¶hrsdorf,60,,12.815082479900909 50.85868947882309,,,279.4266437,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT-P39,29314,34084,,,AC,,,,,,,,,1,2026,40,,,,,,,,,,,BBPIG,14,Weida,Bad Sulza,Remptendorf (Abschnitt West),Vieselbach (Abschnitt West),,37,Umspannwerk Weida,45.45,,12.045483740723734 50.780944014196685,,,39.31629321,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT- P180,29315,30931,31631,,AC,,,,,,,,,1,2030,40,,21.77882628,6,,,,,,,,,,Marzahn,Röhrsdorf,Teufelsbruch,Weida (Abschnitt Ost),,66,Umspannwerk Marzahn,53.85,66.67,13.524113150563279 52.53579367759632,Umspannwerk Teufelsbruch,13.211527686000428 52.58062783766221,21.77882628,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT- P180,29316,31678,31643,,AC,,,,,,,,,1,2030,40,,6.298162824,6,,,,,,,,,,Friedrichshain,Weida,Mitte,Remptendorf (Abschnitt West),,43,Friedrichshain,100,100,13.456433133865078 52.52145796286808,Mitte,13.368653475247406 52.503147509807846,319.6728787,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT- P180,29317,31643,,,AC,,,,,,,,,1,2030,40,,,6,,,,,,,,,,Mitte,Marzahn,Charlottenburg,Teufelsbruch,,28,Mitte,100,,13.368653475247406 52.503147509807846,,,312.3573401,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT- P180,29318,,32291,,AC,,,,,,,,,1,2030,40,,8.716841158,6,,,,,,,,,,Charlottenburg,Friedrichshain,Reuter,Mitte,,28,,,50,,Umspannwerk Reuter,13.249030342808782 52.53162510010523,4.637691689,380,,Errichtung einer Lei- tung: Ersatzneubau
50HzT- P213,29319,,,,AC,,,,,,,,,1,2035,40,,,6,,,,,,,,EnLAG,12,DE,Mitte,PL,Charlottenburg,,28,,,,,,,374.2366457,380,,Errichtung einer Leitung: Neubau in neuer Trasse
50HzT- P213,29320,32509,32509,,AC,,,,,,,,,1,2035,40,,0,,,,,,,,,EnLAG,12,EisenhÃ¼ttenstadt,Charlottenburg,EisenhÃ¼ttenstadt,Reuter,,28,Umspannwerk EisenhÃ¼ttenstadt,72.73,72.73,14.603938187245118 52.174864548479,Umspannwerk EisenhÃ¼ttenstadt,14.603938187245118 52.174864548479,0,380,,Errichtung einer Leitung: Neubau in neuer Trasse
50HzT- P221,29321,,,,DC,,,,,,,,,1,2026,40,,,,,,,,,,,BBP,69,DC-Kabel Hansa PowerBridge (HPB),DE,,PL,8,,,,,,,,427.1633221,380,700MW,Errichtung einer Leitung: Neubau in neuer Trasse
50HzT- P450,29322,35254,34117,,AC,,,,,,,,,1,2022,40,,68.12348115,,,,,,,,,BBP,61,Ragow,Eisenhüttenstadt,Streumen,Eisenhüttenstadt,7,,Umspannwerk Ragow,45.45,100,13.901128357714425 51.87617291731876,Streumen,13.38336317738044 51.355589851528315,68.12348115,,,horizontal
AMP-001,29323,31855,,,AC,,,,,,,,,1,2023,40,,,12,,,,,,,,EnLAG,2,Wehrendorf,DC-Kabel Hansa PowerBridge (HPB),Punkt LemfÃ¶rde,,60,,Wehrendorf,100,,8.307757038447726 52.34563570215149,,,111.0924308,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
AMP-001,29324,,,,AC,,,,,,,,,1,2023,40,,,,,,,,,,,EnLAG,2,Punkt LemfÃ¶rde,Klostermansfeld, St. HÃ¼lfe,Klostermansfeld,,1,,,,,,,30.02784023,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
AMP-009,29325,31097,,,AC,,,,,,,,,1,2027,40,,,3,,,,,,,,EnLAG,5,Niederrhein,Ragow,Wettringen,Streumen,,89,Station Niederrhein,73.33,,6.6807962637334715 51.646328801088394,,,447.2909313,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-009,29326,31097,,,AC,,,,,,,,,1,2027,40,,,3,,,,,,,,EnLAG,5,Niederrhein,Wehrendorf,Wettringen (Kabel),Punkt Lemförde,,33,Station Niederrhein,73.33,,6.6807962637334715 51.646328801088394,,,384.1271665,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-009,29327,,34613,,AC,,,,,,,,,1,2027,40,,129.7399493,3,,,,,,,,EnLAG,5,Wettringen,Punkt Lemförde,Meppen, St. Hülfe,,33,,,100,,Meppen,7.277153959089187 52.75324261801293,129.7399493,380,,Errichtung einer Leitung: Neubau in neuer Trasse
AMP-010,29328,,32037,,AC,,,,,,,,,1,2021,40,,119.6680429,3,,,,,,,,EnLAG,"16,18",Gaste,Niederrhein,LÃ¼stringen,Wettringen,,73,,,100,,LÃ¼stringen,8.104639054942613 52.26510433337879,451.1881599,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
AMP-010,29329,32037,31855,,AC,,,,,,,,,1,2021,40,,16.4999809,3,,,,,,,,EnLAG,"16,18",LÃ¼stringen,Niederrhein,Wehrendorf,Wettringen (Kabel),,12,LÃ¼stringen,100,100,8.104639054942613 52.26510433337879,Wehrendorf,8.307757038447726 52.34563570215149,16.4999809,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-010,29330,32037,32097,,AC,,,,,,,,,1,2021,40,,26.58031477,3,,,,,,,,EnLAG,16.18,LÃ¼stringen,Wettringen,Hesseln,Meppen,65,,LÃ¼stringen,100,63.64,8.104639054942613 52.26510433337879,Station Hesseln,8.319013268377837 52.06589206021646,26.58031477,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-010,29331,32097,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"16,18",Hesseln,Gaste,GÃ¼tersloh,Lüstringen,,14,Station Hesseln,63.64,,8.319013268377837 52.06589206021646,,,343.6877605,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29332,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt FellerhÃ¶fe,Lüstringen,Punkt St. TÃ¶nis,Wehrendorf,,21,,,,,,,420.2967431,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29333,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt St. TÃ¶nis,Lüstringen,Punkt HÃ¼ls-West,Hesseln,,29,,,,,,,299.8586707,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29334,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Utfort ,Hesseln,Punkt HÃ¼ls-West,Gütersloh,,29,,,,,,,297.8105822,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29335,31188,31421,,AC,,,,,,,,,1,2021,40,,19.76841319,3,,,,,,,,EnLAG,"14,15",Osterath,Fellerhöfe,Gohrpunkt,St. Tönis,,7,Station Osterath,66.67,69.23,6.625829004351699 51.26061129731316,Station Gohrpunkt,6.709755946799809 51.09093247123397,19.76841319,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29336,31421,31195,,AC,,,,,,,,,1,2021,40,,9.145866817,3,,,,,,,,EnLAG,"14,15",Gohrpunkt,Fellerhöfe,Rommerskirchen,St. Tönis,,7,Station Gohrpunkt,69.23,70,6.709755946799809 51.09093247123397,Umspannwerk Rommerskirchen,6.702194950358541 51.00886012106785,9.145866817,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29337,,31188,,AC,,,,,,,,,1,2021,40,,19.76841319,3,,,,,,,,EnLAG,"14,15",Utfort ,Fellerhöfe,Osterath,St. Tönis,,7,,,66.67,,Station Osterath,6.625829004351699 51.26061129731316,19.76841319,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-014,29338,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,EnLAG,"14,15",Punkt Birkenhof,Fellerhöfe,Gellep,St. Tönis,,7,,,,,,,143.7074775,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-018,29339,31195,30904,,AC,,,,,,,,,1,2024,40,,30.39897351,3,,,,,,,,15,15,Rommerskirchen,Fellerhöfe,Sechtem,St. Tönis,,7,Umspannwerk Rommerskirchen,70,63.64,6.702194950358541 51.00886012106785,Station Sechtem,6.972459875900362 50.79563726078529,30.39897351,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-022,29340,30928,,,AC,,,,,,,,,1,2025,40,,,3,,,,,,,,EnLAG,19,Kruckel,Fellerhöfe,Ochsenkopf,St. Tönis,,7,Station Kruckel,63.64,,7.417051340500602 51.457221874784416,,,116.9763711,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-022,29341,,33983,,AC,,,,,,,,,1,2025,40,,82.80228124,3,,,,,,,,EnLAG,19,Ochsenkopf ,Fellerhöfe,Dauersberg,St. Tönis,,7,,,71.43,,Station Dauersberg,7.863758842197247 50.76808852633666,82.80228124,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-028,29342,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,,,Wanne,Fellerhöfe,GÃ¼nnigfeld,St. Tönis,,7,,,,,,,146.7978959,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
AMP-028,29343,,,,AC,,,,,,,,,1,2021,40,,,3,,,,,,,,,,Emscherbruch,Rommerskirchen,Emscherbruch,Sechtem,,38,,,,,,,0,380,,fÃ¼r Dritte
AMP-032,29344,31097,30981,,AC,,,,,,,,,1,2030,40,,19.47467006,3,,,,,,,,EnLAG,14,Niederrhein,Kruckel,Utfort,Ochsenkopf,,21,Station Niederrhein,73.33,60,6.6807962637334715 51.646328801088394,Station Utfort,6.617199413011056 51.47583728028681,19.47467006,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-P21,29345,,,,AC,,,,,,,,,1,2027,40,,,,,,,,,,,BBPIG,6,Regelzonengrenze TTG/AMP,Ochsenkopf –,Merzen,Dauersberg,,105,,,,,,,455.0565554,380,,Errichtung einer Leitung: Neubau in neuer Trasse
AMP-P41,29346,,33957,,AC,,,,,,,,,1,2024,40,,192.3016181,,,,,,,,,BBPIG,15,Metternich,Wanne,Niederstedem,Günnigfeld,,5,,,75,,Station Niederstedem,6.475062982714686 49.92260878493446,192.3016181,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-P47,29347,,,,AC,,,,,,,,,1,2025,40,,,,,,,,,,,BBPIG,19,Urberach ,Emscherbruch,"Pfungstadt
",Emscherbruch,,,,,,,,,22.06139888,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung"
AMP-P47,29348,,34195,,AC,,,,,,,,,1,2025,40,,271.4584953,,,,,,,,,BBPIG,19,"Pfungstadt
",Niederrhein – Utfort,Weinheim,Niederrhein – Utfort,,21,,,57.14,,Umspannwerk Weinheim,8.626963252122508 49.543605582041856,49.06439316,380,,"Errichtung einer Leitung: Neubau in neuer Trasse; Errichtung einer
Leitung: Ersatzneu- bau; Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung"
AMP-P47a,29349,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,76,Punkt Kriftel,Regelzonengrenze TTG/AMP,Punkt Marxheim,Merzen,31,,,,,,,,5.000891872,380,,Errichtung einer Leitung: Ersatzneu- bau
AMP-P47a,29350,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,76,Punkt Hattersheim,Metternich, Farbwerke HÃ¶chst-SÃ¼d,Niederstedem,,105,,,,,,,480.1752882,380,,Leitungsneubau in bestehender 110kV-Trasse
AMP-P52,29351,,31241,,AC,,,,,,,,,1,2024,40,,444.526314,,,,,,,,,BBPIG,24,Rommelsbach,Urberach,Herbertingen,"Pfungstadt
",6,60,,,66.67,,Umspannwerk Herbertingen,9.425344076806475 48.06443972503238,233.4046835,380,,Errichtung einer Lei- tung: Ersatzneubau
AMP-P52,29352,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,BBPIG,25,Wullenstetten,"Pfungstadt
",Niederwangen,Weinheim,6,60,,,,,,,207.3573247,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
AMP-P154,29353,30906,30906,,AC,,,,,,,,,1,2023,40,,0,3,,,,,,,,,,Siegburg,Punkt Kriftel,Siegburg, Farbwerke Höchst-Süd,,11,Station Siegburg,66.67,66.67,7.1924101684630415 50.798900164895514,Station Siegburg,7.1924101684630415 50.798900164895514,0,380,,Errichtung einer Leitung: Neubau in neuer Trasse
AMP-P310,29354,33902,32960,,AC,,,,,,,,,1,2025,40,,229.1936377,,,,,,,,,,,BÃ¼rstadt,Rommelsbach,KÃ¼hmoos,Herbertingen,,61,Station BÃ¼rstadt,66.67,33.33,8.419373160819056 49.63371907511068,Lastverteilung/Schaltanlage KÃ¼hmoos,7.958075914315599 47.59547794527875,229.1936377,380,,Errichtung einer Leitung: Ersatzneu- bau
AMP-P310,29355,,32960,,AC,,,,,,,,,1,2025,40,,229.1936377,3,,,,,,,,,,Draxlanden,Wullenstetten,KÃ¼hmoos,Niederwangen,,88,,,33.33,,Lastverteilung/Schaltanlage KÃ¼hmoos,7.958075914315599 47.59547794527875,229.1936377,380,,Errichtung einer Leitung: Ersatzneu- bau
AMP-P460,29356,,,,AC,,,,,,,,,1,2024,40,,,,,,,,,,,,,BÃ¼scherhof ,Siegburg,BÃ¼scherhof ,Siegburg,1,,,,,,,,0,380,,"Ã„nderung oder Erweiterung einer Leitung: Zu- oder
Umbeseilung"
TTG-006,29357,31062,31545,,AC,,,,,,,,,1,2024,40,,158.052853,6,,,,,,,,EnLAG,6,Wahle,Bürstadt,Mecklar,Kühmoos,,285,Wahle 380 kV,58.82,100,10.365338662586142 52.28466156477866,Mecklar,9.746026530326525 50.9174270688464,158.052853,380,,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-007,29358,,,,AC,,,,,,,,,1,2024,40,,,6,,,,,,,,EnLAG,5,DÃ¶rpen / West,Büscherhof,Niederrhein (Punkt Meppen),Büscherhof,,3.4,,,,,,,326.868835,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-009,29359,31114,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,EnLAG,2,Ganderkesee,Wahle,St. HÃ¼lfe,Mecklar,221,,Ganderkesee,100,,8.563991876746766 53.03191782682749,,,48.28287149,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-P21,29360,31026,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Conneforde,Dörpen / West,Garrel/ Ost,Niederrhein (Punkt Meppen),31,,Conneforde,100,,8.052813201940419 53.33191378148668,,,40.95246964,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P21,29361,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Garrel/ Ost,Ganderkesee,Cappeln/West,St. Hülfe,61,,,,,,,,164.2262162,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P21,29362,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,,,Cappeln/West,Conneforde,Regel- zonengrenze TTG/AMP,Garrel/ Ost,,77,,,,,,,380,,Errichtung einer Leitung: Neubau in neuer Trasse,
TTG-P24,29363,,31118,,AC,,,,,,,,,1,2026,40,,99.11186946,6,,,,,,,,BBP,7,Stade/West,Garrel/ Ost,Dollern,Cappeln/West,,77,,,100,,Dollern,9.501790032393501 53.54281468005007,143.6364981,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P24,29364,31118,35359,,AC,,,,,,,,,1,2026,40,,50.42874931,6,,,,,,,,BBP,7,Dollern,Cappeln/West,Sottrum,Regel- zonengrenze TTG/AMP,21,,Dollern,100,100,9.501790032393501 53.54281468005007,Sottrum,9.253243575298317 53.11482167195141,50.62139369,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P24,29365,35359,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,7,Sottrum,Stade/West,Mehringen (Grafschaft Hoya),Dollern,,10,Sottrum,100,,9.253243575298317 53.11482167195141,,,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau,StromtragfÃ¤higkeit 4000A
TTG-P24,29366,,31407,,AC,,,,,,,,,1,2026,40,,64.73834627,6,,,,,,,,BBP,7,Mehringen (Grafschaft Hoya),Dollern,Landesbergen,Sottrum,,60,,,100,,Landesbergen,9.125265746125436 52.53826407418714,60.43785797,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P25,29367,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,Heide/West,Sottrum,Husum/Nord,Mehringen (Grafschaft Hoya),,42,,,,,,,38.83082567,380,2629.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-P25,29368,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,Husum/Nord,Mehringen (Grafschaft Hoya),KlixbÃ¼ll/SÃ¼d,Landesbergen,,45,,,,,,,74.73651258,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-P25,29369,,,,AC,,,,,,,,,1,2023,40,,,6,,,,,,,,BBP,8,KlixbÃ¼ll/SÃ¼d,Heide/West,Bundesgrenze DK,Husum/Nord,46,,,,,,,,672.7956911,380,2366.6MVA,Errichtung einer Leitung: Neubau in neuer Trasse
TTG-P33,29370,31062,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,10,Wahle,Husum/Nord,Landesgrenze NI/ST (Mast 6),Klixbüll/Süd,38,,Wahle 380 kV,58.82,,10.365338662586142 52.28466156477866,,,380,2629.6MVA,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Zu oder Umbeseilung auf HTL/ 4000A
TTG-P33,29371,,31321,,AC,,,,,,,,,1,2025,40,,44.31517871,6,,,,,,,,BBP,10,Hattorf ,Klixbüll/Süd,Helmstedt,Bundesgrenze DK,16,,,,60,,Umspannwerk Helmstedt,10.999333070802122 52.20014201370701,44.31517871,380,2629.6MVA,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
TTG-P46,29372,31168,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,18,Redwitz,Wahle, Schwandorf (Ostbayernring),Landesgrenze NI/ST (Mast 6),,65,Umspannwerk Redwitz,53.85,,11.193698240199689 50.16222420264838,,,311.707392,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P46,29373,33180,31533,,AC,,,,,,,,,1,2025,40,,65.21138752,6,,,,,,,,BBP,18,Mechlenreuth,Hattorf,Etzenricht,Helmstedt,,65,Umspannwerk Mechlenreuth,66.67,62.5,11.81095506273847 50.18363584808292,Umspannwerk Etzenricht,12.114769928393569 49.631152225899484,65.21138752,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P46,29374,31533,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,18,Etzenricht,Helmstedt, Schwandorf (Ostbayernring),Landesgrenze NI/ST (Mast 6),,65,Umspannwerk Etzenricht,62.5,,12.114769928393569 49.631152225899484,,,393.0280445,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P48,29375,33440,,,AC,,,,,,,,,1,2024,40,,,3,,,,,,,,BBP,20,Grafenrheinfeld,Redwitz,Punkt Rittershausen, Schwandorf (Ostbayernring),,182,Grafenrheinfeld,100,,10.187883452706167 49.98122647337771,,,220.1390889,380,,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
TTG-P67,29376,33063,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Simbach,Mechlenreuth,Matzenhof,Etzenricht,,182,Umspannwerk Simbach,53.85,,13.002766136405345 48.261999118038034,,,258.9516934,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P67,29377,,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Matzenhof,Etzenricht,Bundesgrenze AT, Schwandorf (Ostbayernring),,182,,,,,,,48.07576075,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P67,29378,32779,,,AC,,,,,,,,,1,2026,40,,,6,,,,,,,,BBP,32,Altheim,Grafenrheinfeld,Adlkofen,Punkt Rittershausen,,50,Umspannwerk Altheim,53.85,,12.220835400057918 48.58573299883071,,,467.7425381,380,2629.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P69,29379,,31026,,AC,,,,,,,,,1,2022,40,,603.5278074,6,,,,,,,,BBP,34,Emden / Ost,Simbach,Conneforde,Matzenhof,,13,,,100,,Conneforde,8.052813201940419 53.33191378148668,603.5278074,380,2366.6MVA,Errichtung einer Lei- tung: Ersatzneubau
TTG-P72,29380,,,,AC,,,,,,,,,1,2025,40,,,6,,,,,,,,BBP,42,Kreis Segeberg,Matzenhof,LÃ¼beck / West,Bundesgrenze AT,,13,,,,,,,22.52447062,380,,Errichtung einer Lei- tung: Ersatzneubau
TTG-P118,29381,34082,31545,,AC,,,,,,,,,1,2024,40,,37.68822553,6,,,,,,,,BBP,43,Borken,Altheim,Mecklar,Adlkofen,,7,Borken,100,100,9.259383867929541 51.060366832216744,Mecklar,9.746026530326525 50.9174270688464,224.3541024,380,2629.6MVA,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
TTG-P151,29382,34082,32166,,AC,,,,,,,,,1,2023,40,,36.55052541,6,,,,,,,,BBP,45,Borken,Altheim,Twistetal,Adlkofen,,66,Borken,100,60,9.259383867929541 51.060366832216744,Umspannwerk Twistetal,8.99279244775296 51.34300940501005,156.4916325,380,2629.6MVA,Ã„nderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung
