scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo
50HzT-003,29300,33678,34267.0,,AC,22.368120800000003,2.492,0,,1790,t,1790,inf,1,2023,40,62150.83798882681,89.0,6,1,2,-inf,inf,380.0,010200000002000000F76CE8F3996B2B4009D1691102454A403E5B785040892C40F072C2358D8C4A40,010200000002000000F76CE8F3996B2B4009D1691102454A403E5B785040892C40F072C2358D8C4A40
50HzT-003,29301,34267,31612.0,,AC,7.7911432,0.868,0,,1790,t,1790,inf,1,2023,40,43296.08938547486,31.0,3,1,1,-inf,inf,380.0,0102000000020000003E5B785040892C40F072C2358D8C4A402ECD293FFEE92B40A13AD44C47A04A40,0102000000020000003E5B785040892C40F072C2358D8C4A402ECD293FFEE92B40A13AD44C47A04A40
50HzT-007,29302,33678,31373.0,,AC,18.84954,2.1,0,,1790,t,1790,inf,1,2022,40,104748.6033519553,75.0,3,1,1,-inf,inf,380.0,010200000002000000F76CE8F3996B2B4009D1691102454A4014D12438D6E229403969AA2602484A40,010200000002000000F76CE8F3996B2B4009D1691102454A4014D12438D6E229403969AA2602484A40
50HzT-P34,29303,32614,31846.0,,AC,16.084940800000002,1.792,0,,1790,t,1790,inf,1,2028,40,89385.47486033519,64.0,3,1,1,-inf,inf,380.0,010200000002000000B126B8F965B42740F703470F1E8B4A40334D63EE7B74274097CEED40C9484A40,010200000002000000B126B8F965B42740F703470F1E8B4A40334D63EE7B74274097CEED40C9484A40
50HzT-P34,29304,31846,31318.0,,AC,9.2991064,1.036,0,,1790,t,1790,inf,1,2023,40,51675.977653631286,37.0,3,1,1,-inf,inf,380.0,010200000002000000334D63EE7B74274097CEED40C9484A40A8E8C3F2C34727408E3E75646E224A40,010200000002000000334D63EE7B74274097CEED40C9484A40A8E8C3F2C34727408E3E75646E224A40
50HzT-P34,29305,32985,32614.0,,AC,9.2991064,1.036,0,,1790,t,1790,inf,1,2023,40,51675.977653631286,37.0,3,1,1,-inf,inf,380.0,0102000000020000006A7910FC30A02740F716B47E59B64A40B126B8F965B42740F703470F1E8B4A40,0102000000020000006A7910FC30A02740F716B47E59B64A40B126B8F965B42740F703470F1E8B4A40
50HzT-P34,29306,31759,32985.0,,AC,13.3203416,1.484,0,,1790,t,1790,inf,1,2026,40,74022.34636871508,53.0,3,1,1,-inf,inf,380.0,01020000000200000070709471215F2840A5351E9E73E84A406A7910FC30A02740F716B47E59B64A40,01020000000200000070709471215F2840A5351E9E73E84A406A7910FC30A02740F716B47E59B64A40
50HzT-P36,29307,31612,35283.0,,AC,8.042470400000001,0.896,0,,1790,t,1790,inf,1,2026,40,44692.7374301676,32.0,3,1,1,-inf,inf,380.0,0102000000020000002ECD293FFEE92B40A13AD44C47A04A4089C007183F112C4033455E84F6C04A40,0102000000020000002ECD293FFEE92B40A13AD44C47A04A4089C007183F112C4033455E84F6C04A40
50HzT-P38,29308,34958,33754.0,,AC,26.389356000000003,2.94,0,,1790,t,1790,inf,1,2025,40,146648.04469273743,105.0,3,1,1,-inf,inf,380.0,0102000000020000006BAC91B3C2AC28401574634236994940718416231A3F26405CA54CC4CA7F4940,0102000000020000006BAC91B3C2AC28401574634236994940718416231A3F26405CA54CC4CA7F4940
50HzT-P39,29309,30952,34084.0,,AC,16.587595200000003,1.848,0,,1790,t,1790,inf,1,2025,40,92178.77094972068,66.0,3,1,1,-inf,inf,380.0,010200000002000000186FA57D52A12940737B6E89E96D4940FDD015A549172840A97D34F9F5634940,010200000002000000186FA57D52A12940737B6E89E96D4940FDD015A549172840A97D34F9F5634940
50HzT-P39,29310,34084,33608.0,,AC,10.807069600000002,1.204,0,,1790,t,1790,inf,1,2026,40,60055.86592178771,43.0,3,1,1,-inf,inf,380.0,010200000002000000FDD015A549172840A97D34F9F5634940C122EFC9F04A27402856D4E176444940,010200000002000000FDD015A549172840A97D34F9F5634940C122EFC9F04A27402856D4E176444940
50HzT-P180,29311,30931,31678.0,,AC,0.3769908,0.07,0,,925,t,925,inf,1,2026,40,49729.72972972973,4.0,3,1,1,-inf,inf,380.0,0102000000020000004725128F580C2B40025721E394444A40C9858D9AB1E92A40EB607022BF424A40,0102000000020000004725128F580C2B40025721E394444A40C9858D9AB1E92A40EB607022BF424A40
50HzT-P180,29312,31678,31643.0,,AC,0.67858344,0.126,0,,925,t,925,inf,1,2030,40,89513.5135135135,7.2,3,1,1,-inf,inf,380.0,010200000002000000C9858D9AB1E92A40EB607022BF424A401C7DF725C0BC2A4022D8392367404A40,010200000002000000C9858D9AB1E92A40EB607022BF424A401C7DF725C0BC2A4022D8392367404A40
50HzT-P180,29313,31643,295.0,,AC,0.45238896,0.084,0,,925,t,925,inf,1,2030,40,59675.67567567567,4.8,3,1,1,-inf,inf,380.0,0102000000020000001C7DF725C0BC2A4022D8392367404A40B66E374D8BA12A403C314AE0D0424A40,0102000000020000001C7DF725C0BC2A4022D8392367404A40B66E374D8BA12A403C314AE0D0424A40
50HzT-P180,29314,295,32291.0,,AC,0.49951281,0.09275,0,,925,t,925,inf,1,2030,40,65891.89189189188,5.3,3,1,1,-inf,inf,380.0,010200000002000000B66E374D8BA12A403C314AE0D0424A409926B4E7807F2A40A457914A0C444A40,010200000002000000B66E374D8BA12A403C314AE0D0424A409926B4E7807F2A40A457914A0C444A40
50HzT-P180,29315,32291,31631.0,,AC,0.65030913,0.12075,0,,925,t,925,inf,1,2030,40,85783.78378378379,6.9,3,1,1,-inf,inf,380.0,0102000000020000009926B4E7807F2A40A457914A0C444A400B245B5B4D6C2A4005F45203524A4A40,0102000000020000009926B4E7807F2A40A457914A0C444A400B245B5B4D6C2A4005F45203524A4A40
50HzT-P213,29316,32509,43773.0,,AC,2.0106176,0.224,0,,1790,t,1790,inf,1,2035,40,5586.592178770949,8.0,6,1,2,-inf,inf,380.0,010200000002000000EF0BD66237352D403B7926F661164A40C55687B9F8E632400D11E7863BC94940,010200000002000000EF0BD66237352D403B7926F661164A40C55687B9F8E632400D11E7863BC94940
50HzT-P213,29317,32509,13447.0,,AC,1.7592904000000005,0.196,0,,1790,t,1790,inf,1,2035,40,9776.53631284916,7.0,3,1,1,-inf,inf,380.0,010200000002000000EF0BD66237352D403B7926F661164A4069435953B4052D4071B614EBAF144A40,010200000002000000EF0BD66237352D403B7926F661164A4069435953B4052D4071B614EBAF144A40
50HzT-P221,29318,31759,43774.0,,DC,7.472496214285714,1.3875,0,,700,t,700,inf,1,2035,40,417857.1428571429,60.0,2,1,1,-inf,inf,,01020000000200000070709471215F2840A5351E9E73E84A40876D2A0613473040B8F2AE1ACBAD4E40,01020000000200000070709471215F2840A5351E9E73E84A40876D2A0613473040B8F2AE1ACBAD4E40
50HzT-P450,29319,35254,34117.0,,AC,22.368120800000003,2.492,0,,1790,t,1790,inf,1,2024,40,124301.67597765362,89.0,3,1,1,-inf,inf,380.0,01020000000200000067C333B260CD2B4033C3246F26F04940E5ADAA2D48C42A40438DDFF783AD4940,01020000000200000067C333B260CD2B4033C3246F26F04940E5ADAA2D48C42A40438DDFF783AD4940
AMP-001,29320,31855,8292.0,,AC,3.0991436284444447,0.3452711111111111,0,,2700,t,2700,inf,1,2022,40,17222.222222222226,18.6,3,1,1,-inf,inf,380.0,0102000000020000005C7E9E54929D20400B896ACA3D2C4A4040DF162CD5CD2040D911E225933F4A40,0102000000020000005C7E9E54929D20400B896ACA3D2C4A4040DF162CD5CD2040D911E225933F4A40
AMP-001,29321,8292,31826.0,,AC,2.399337002666667,0.2673066666666666,0,,2700,t,2700,inf,1,2023,40,13333.333333333334,14.4,3,1,1,-inf,inf,380.0,01020000000200000040DF162CD5CD2040D911E225933F4A40C19C83DC97CE2040AE89E633F64D4A40,01020000000200000040DF162CD5CD2040D911E225933F4A40C19C83DC97CE2040AE89E633F64D4A40
AMP-009,29322,31097,4583.0,,AC,18.346885600000004,2.044,0,,1790,t,1790,inf,1,2023,40,101955.30726256984,73.0,3,1,1,-inf,inf,380.0,010200000002000000A2E5DFA722B91A409B91F3E6BAD249407FED4F98E67C1D403EC791184E194A40,010200000002000000A2E5DFA722B91A409B91F3E6BAD249407FED4F98E67C1D403EC791184E194A40
AMP-009,29323,31097,4583.0,,AC,1.1309724,0.21,0,,925,t,925,inf,1,2023,40,149189.18918918917,12.0,3,1,1,-inf,inf,380.0,010200000002000000A2E5DFA722B91A409B91F3E6BAD249407FED4F98E67C1D403EC791184E194A40,010200000002000000A2E5DFA722B91A409B91F3E6BAD249407FED4F98E67C1D403EC791184E194A40
AMP-009,29324,4583,34613.0,,AC,16.336268,1.82,0,,1790,t,1790,inf,1,2023,40,90782.12290502792,65.0,3,1,1,-inf,inf,380.0,0102000000020000007FED4F98E67C1D403EC791184E194A40DCFA583FCE1B1D40D4280D416A604A40,0102000000020000007FED4F98E67C1D403EC791184E194A40DCFA583FCE1B1D40D4280D416A604A40
AMP-010,29325,11042,32037.0,,AC,3.5185808000000005,0.392,0,,1790,t,1790,inf,1,2027,40,19553.07262569832,14.0,3,1,1,-inf,inf,380.0,01020000000200000070B54E5C8EB71F40A7DBC82BC6214A40CAB90D4093352040E4F154F0EE214A40,01020000000200000070B54E5C8EB71F40A7DBC82BC6214A40CAB90D4093352040E4F154F0EE214A40
AMP-010,29326,32037,31855.0,,AC,5.277871200000001,0.588,0,,1790,t,1790,inf,1,2028,40,29329.608938547484,21.0,3,1,1,-inf,inf,380.0,010200000002000000CAB90D4093352040E4F154F0EE214A405C7E9E54929D20400B896ACA3D2C4A40,010200000002000000CAB90D4093352040E4F154F0EE214A405C7E9E54929D20400B896ACA3D2C4A40
AMP-010,29327,32037,32097.0,,AC,7.2884888,0.812,0,,1790,t,1790,inf,1,2028,40,40502.79329608938,29.0,3,1,1,-inf,inf,380.0,010200000002000000CAB90D4093352040E4F154F0EE214A40845805B555A320400FD9A9266F084A40,010200000002000000CAB90D4093352040E4F154F0EE214A40845805B555A320400FD9A9266F084A40
AMP-010,29328,32097,31304.0,,AC,7.2884888,0.812,0,,1790,t,1790,inf,1,2027,40,40502.79329608938,29.0,3,1,1,-inf,inf,380.0,010200000002000000845805B555A320400FD9A9266F084A40AD4C7B4D7CBA2040E369A2F2ABF64940,010200000002000000845805B555A320400FD9A9266F084A40AD4C7B4D7CBA2040E369A2F2ABF64940
AMP-014,29329,4243,35129.0,,AC,1.7592904000000005,0.196,0,,1790,t,1790,inf,1,2021,40,9776.53631284916,7.0,3,1,1,-inf,inf,380.0,0102000000020000009CC992944F5A1A401019A07E61A44940AF4DEDB729131A40A43A6FE173A94940,0102000000020000009CC992944F5A1A401019A07E61A44940AF4DEDB729131A40A43A6FE173A94940
AMP-014,29330,35129,3979.0,,AC,1.6336268000000005,0.182,0,,1790,t,1790,inf,1,2021,40,9078.212290502794,6.5,3,1,1,-inf,inf,380.0,010200000002000000AF4DEDB729131A40A43A6FE173A94940B4FA34385BF21940E83D84A746B04940,010200000002000000AF4DEDB729131A40A43A6FE173A94940B4FA34385BF21940E83D84A746B04940
AMP-014,29331,30981,3979.0,,AC,3.5185808000000005,0.392,0,,1790,t,1790,inf,1,2021,40,19553.07262569832,14.0,3,1,1,-inf,inf,380.0,010200000002000000B6F8771F03781A4054866A3CE8BC4940B4FA34385BF21940E83D84A746B04940,010200000002000000B6F8771F03781A4054866A3CE8BC4940B4FA34385BF21940E83D84A746B04940
AMP-014,29332,31188,31421.0,,AC,5.026544,0.56,0,,1790,t,1790,inf,1,2021,40,27932.960893854743,20.0,3,1,1,-inf,inf,380.0,010200000002000000AE508A51D9801A40CE7603B65BA1494037964E43CAD61A40140CDBACA38B4940,010200000002000000AE508A51D9801A40CE7603B65BA1494037964E43CAD61A40140CDBACA38B4940
AMP-014,29333,31421,31195.0,,AC,2.513272,0.28,0,,1790,t,1790,inf,1,2021,40,13966.480446927371,10.0,3,1,1,-inf,inf,380.0,01020000000200000037964E43CAD61A40140CDBACA38B49403AD36C310CCF1A40CD1C155422814940,01020000000200000037964E43CAD61A40140CDBACA38B49403AD36C310CCF1A40CD1C155422814940
AMP-014,29334,30981,31188.0,,AC,12.56636,1.4,0,,1790,t,1790,inf,1,2021,40,69832.40223463687,50.0,3,1,1,-inf,inf,380.0,010200000002000000B6F8771F03781A4054866A3CE8BC4940AE508A51D9801A40CE7603B65BA14940,010200000002000000B6F8771F03781A4054866A3CE8BC4940AE508A51D9801A40CE7603B65BA14940
AMP-014,29335,4941,5449.0,,AC,0.5026544000000001,0.056,0,,1790,t,1790,inf,1,2021,40,2793.2960893854747,2.0,3,1,1,-inf,inf,380.0,010200000002000000527A4BDEA5A11A4003869B429DA54940E0AA460AC0B21A401650A8A78FA94940,010200000002000000527A4BDEA5A11A4003869B429DA54940E0AA460AC0B21A401650A8A78FA94940
AMP-018,29336,31195,30904.0,,AC,9.550433600000002,1.064,0,,1790,t,1790,inf,1,2021,40,26536.31284916201,38.0,6,1,2,-inf,inf,380.0,0102000000020000003AD36C310CCF1A40CD1C15542281494037A88E85CCE31B40A3461771D7654940,0102000000020000003AD36C310CCF1A40CD1C15542281494037A88E85CCE31B40A3461771D7654940
AMP-022,29337,30928,31142.0,,AC,5.277871200000001,0.588,0,,1790,t,1790,inf,1,2024,40,29329.608938547484,21.0,3,1,1,-inf,inf,380.0,010200000002000000EBCFB0810FAB1D40819B133F86BA49408034DE681D061E406B38EBCD67B34940,010200000002000000EBCFB0810FAB1D40819B133F86BA49408034DE681D061E406B38EBCD67B34940
AMP-022,29338,31142,33626.0,,AC,16.98971872,1.8928,0,,1790,t,1790,inf,1,2024,40,94413.40782122903,67.6,3,1,1,-inf,inf,380.0,0102000000020000008034DE681D061E406B38EBCD67B349400EE6A4917FC01F40F44D92905C814940,0102000000020000008034DE681D061E406B38EBCD67B349400EE6A4917FC01F40F44D92905C814940
AMP-022,29339,33626,33048.0,,AC,3.2672536000000005,0.364,0,,1790,t,1790,inf,1,2025,40,18156.424581005587,13.0,3,1,1,-inf,inf,380.0,0102000000020000000EE6A4917FC01F40F44D92905C8149407385A480630A204070845C1439764940,0102000000020000000EE6A4917FC01F40F44D92905C8149407385A480630A204070845C1439764940
AMP-022,29340,33048,32976.0,,AC,2.7143337600000006,0.3024,0,,1790,t,1790,inf,1,2025,40,15083.798882681564,10.8,3,1,1,-inf,inf,380.0,0102000000020000007385A480630A204070845C14397649408731A887B5F01F40C040810BCE6B4940,0102000000020000007385A480630A204070845C14397649408731A887B5F01F40C040810BCE6B4940
AMP-022,29341,32976,33983.0,,AC,3.41804992,0.3807999999999999,0,,1790,t,1790,inf,1,2025,40,18994.413407821223,13.6,3,1,1,-inf,inf,380.0,0102000000020000008731A887B5F01F40C040810BCE6B4940D578AB327D741F403F868EB950624940,0102000000020000008731A887B5F01F40C040810BCE6B4940D578AB327D741F403F868EB950624940
AMP-028,29342,31219,2712.0,,AC,1.256636,0.14,0,,1790,t,1790,inf,1,2025,40,6983.240223463687,5.0,3,1,1,-inf,inf,380.0,010200000002000000FF12AB9A06901C401760F3E953C7494099F90E7EE2981C402667727B93C04940,010200000002000000FF12AB9A06901C401760F3E953C7494099F90E7EE2981C402667727B93C04940
AMP-032,29343,31097,30981.0,,AC,5.277871200000001,0.588,0,,1790,t,1790,inf,1,2026,40,29329.608938547484,21.0,3,1,1,-inf,inf,380.0,010200000002000000A2E5DFA722B91A409B91F3E6BAD24940B6F8771F03781A4054866A3CE8BC4940,010200000002000000A2E5DFA722B91A409B91F3E6BAD24940B6F8771F03781A4054866A3CE8BC4940
AMP-P41,29344,7095,32708.0,,AC,17.03998416,1.8984,0,,1790,t,1790,inf,1,2027,40,94692.7374301676,67.8,3,1,1,-inf,inf,380.0,010200000002000000CDA4976258FF1D40C595B377462C4940C028AFCB3EAE1B40C4D90C2B3CFC4840,010200000002000000CDA4976258FF1D40C595B377462C4940C028AFCB3EAE1B40C4D90C2B3CFC4840
AMP-P41,29345,32708,33957.0,,AC,9.349371840000002,1.0416,0,,1790,t,1790,inf,1,2027,40,51955.30726256983,37.2,3,1,1,-inf,inf,380.0,010200000002000000C028AFCB3EAE1B40C4D90C2B3CFC4840FC3219E976E61940DD256F0B18F64840,010200000002000000C028AFCB3EAE1B40C4D90C2B3CFC4840FC3219E976E61940DD256F0B18F64840
AMP-P47,29346,30972,33805.0,,AC,7.816275920000002,0.8708,0,,1790,t,1790,inf,1,2024,40,43435.754189944135,31.1,3,1,1,-inf,inf,380.0,010200000002000000DFD322A2678B21406BC81BDABEFC4840F184F0825C2D21402FDE8FAF66E84840,010200000002000000DFD322A2678B21406BC81BDABEFC4840F184F0825C2D21402FDE8FAF66E84840
AMP-P47,29347,33805,34195.0,,AC,8.77131928,0.9772,0,,1790,t,1790,inf,1,2025,40,48743.01675977653,34.9,3,1,1,-inf,inf,380.0,010200000002000000F184F0825C2D21402FDE8FAF66E84840E851CF53014121407B6522DE94C54840,010200000002000000F184F0825C2D21402FDE8FAF66E84840E851CF53014121407B6522DE94C54840
AMP-P47a,29348,32082,31006.0,,AC,2.7645992,0.308,0,,1790,t,1790,inf,1,2025,40,15363.128491620111,11.0,3,1,1,-inf,inf,380.0,01020000000200000077D84EFA8AF120409DEF04FD740C4940C208F2600E1321404EED06B1FE094940,01020000000200000077D84EFA8AF120409DEF04FD740C4940C208F2600E1321404EED06B1FE094940
AMP-P52,29349,12967,31241.0,,AC,15.330959200000002,1.708,0,,1790,t,1790,inf,1,2024,40,85195.53072625698,61.0,3,1,1,-inf,inf,380.0,010200000002000000A7762BF0BA6F2240168D107926444840BCDCE6B2C6D92240E5C9978F3F084840,010200000002000000A7762BF0BA6F2240168D107926444840BCDCE6B2C6D92240E5C9978F3F084840
AMP-P52,29350,7994,32180.0,,AC,22.1167936,2.464,0,,1790,t,1790,inf,1,2021,40,122905.02793296087,88.0,3,1,1,-inf,inf,380.0,010200000002000000E3BE7A81FE1B2440286F360CD52748403520376B61C52340B13D49C1EB264840,010200000002000000E3BE7A81FE1B2440286F360CD52748403520376B61C52340B13D49C1EB264840
AMP-P52,29351,32180,10363.0,,AC,22.1167936,2.464,0,,1790,t,1790,inf,1,2021,40,122905.02793296087,88.0,3,1,1,-inf,inf,380.0,0102000000020000003520376B61C52340B13D49C1EB2648406233C005D99E23400805A568E5D34740,0102000000020000003520376B61C52340B13D49C1EB2648406233C005D99E23400805A568E5D34740
AMP-P310,29352,33902,35020.0,,AC,9.0477792,1.008,0,,1790,t,1790,inf,1,2023,40,50279.32960893855,36.0,3,1,1,-inf,inf,380.0,01020000000200000074133514B8D62040D339E7B41DD14840568DC2FE059720408266512E20C34840,01020000000200000074133514B8D62040D339E7B41DD14840568DC2FE059720408266512E20C34840
AMP-P310,29353,35020,33998.0,,AC,3.5185808000000005,0.392,0,,1790,t,1790,inf,1,2023,40,19553.07262569832,14.0,3,1,1,-inf,inf,380.0,010200000002000000568DC2FE059720408266512E20C348404C7A651D65B4204083F26F51ECB54840,010200000002000000568DC2FE059720408266512E20C348404C7A651D65B4204083F26F51ECB54840
AMP-P310,29354,33998,34751.0,,AC,5.3532693600000005,0.5964,0,,1790,t,1790,inf,1,2023,40,29748.603351955306,21.3,3,1,1,-inf,inf,380.0,0102000000020000004C7A651D65B4204083F26F51ECB548403A946DDEED9D20404E392BD0E8A04840,0102000000020000004C7A651D65B4204083F26F51ECB548403A946DDEED9D20404E392BD0E8A04840
AMP-P310,29355,34751,34786.0,,AC,7.338754240000001,0.8176,0,,1790,t,1790,inf,1,2023,40,40782.12290502793,29.2,3,1,1,-inf,inf,380.0,0102000000020000003A946DDEED9D20404E392BD0E8A0484028C3F913EB8B20408CFD5134C3834840,0102000000020000003A946DDEED9D20404E392BD0E8A0484028C3F913EB8B20408CFD5134C3834840
AMP-P310,29356,34786,32960.0,,AC,46.520664720000006,5.1828,0,,1790,t,1790,inf,1,2023,40,258519.55307262568,185.1,3,1,1,-inf,inf,380.0,01020000000200000028C3F913EB8B20408CFD5134C38348407F483CDA11D51F40133B0E9F38CC4740,01020000000200000028C3F913EB8B20408CFD5134C38348407F483CDA11D51F40133B0E9F38CC4740
AMP-P460,29357,31205,33918.0,,AC,3.8239433480000007,0.42602,0,,400,t,400,inf,1,2025,40,21250.0,3.4,3,1,1,-inf,inf,380.0,010200000002000000C88FF84E00B51B40DCD3E4F8E5BF4940CFB0558F87DE1B406FA41FCED3BE4940,010200000002000000C88FF84E00B51B40DCD3E4F8E5BF4940CFB0558F87DE1B406FA41FCED3BE4940
TTG-006,29358,31062,35200.0,,AC,21.614139200000004,2.408,0,,1790,t,1790,inf,1,2024,40,120111.7318435754,86.0,3,1,1,-inf,inf,380.0,010200000002000000318B4FAB0DBB2440869347CA6F244A40F04B3752F7F92340B3FFE23524FA4940,010200000002000000318B4FAB0DBB2440869347CA6F244A40F04B3752F7F92340B3FFE23524FA4940
TTG-006,29359,35200,35074.0,,AC,2.2368120800000004,0.2492,0,,1790,t,1790,inf,1,2024,40,12430.167597765363,8.9,3,1,1,-inf,inf,380.0,010200000002000000F04B3752F7F92340B3FFE23524FA4940288B0B33F8D82340BA5F52A0E3F24940,010200000002000000F04B3752F7F92340B3FFE23524FA4940288B0B33F8D82340BA5F52A0E3F24940
TTG-006,29360,35074,35332.0,,AC,8.092735840000001,0.9016,0,,1790,t,1790,inf,1,2024,40,44972.06703910615,32.2,3,1,1,-inf,inf,380.0,010200000002000000288B0B33F8D82340BA5F52A0E3F24940E2C49BAFB7B423400A350F0D1CD34940,010200000002000000288B0B33F8D82340BA5F52A0E3F24940E2C49BAFB7B423400A350F0D1CD34940
TTG-006,29361,35332,31545.0,,AC,23.599624080000005,2.6292000000000004,0,,1790,t,1790,inf,1,2024,40,131145.25139664803,93.9,3,1,1,-inf,inf,380.0,010200000002000000E2C49BAFB7B423400A350F0D1CD34940CC667B30F77D234089940C406E754940,010200000002000000E2C49BAFB7B423400A350F0D1CD34940CC667B30F77D234089940C406E754940
